order_id,customer_id,order_date,product_id,quantity,unit_price,total_amount,cost,marketing_cost,session_id,purchased,refunded,cart_created,cart_purchased
364,170,2025-07-22,1075,1,279,279,207.65,8.54,310,1,0,1,1
365,164,2025-09-07,1083,3,79,237,187.31,16.1,725,1,0,1,1
366,79,2025-12-19,1037,5,192,960,469.72,9.46,747,1,0,1,1
367,47,2025-11-05,1040,1,210,210,155.46,37.24,627,1,0,1,1
368,20,2025-05-02,1044,2,299,598,264.1,39.38,172,1,0,1,1
369,18,2025-06-29,1032,1,181,181,104.74,32.55,738,1,0,1,1
370,106,2025-09-10,1048,1,34,34,18.85,17.29,385,1,0,1,1
371,58,2025-03-25,1057,1,255,255,182.45,7.58,867,1,0,1,1
372,88,2025-03-29,1048,1,160,160,65.28,10.63,77,1,0,1,1
373,8,2025-08-09,1083,5,57,285,152.53,10.77,445,1,0,1,1
374,179,2025-10-11,1092,2,37,74,32.6,37.4,554,1,0,1,1
375,101,2025-10-20,1070,3,154,462,239.76,34.39,158,0,0,1,0
376,170,2025-11-17,1076,1,194,194,77.9,21.81,100,0,0,1,0
377,30,2025-06-07,1100,1,115,115,53.86,18.91,501,1,0,1,1
378,98,2025-07-09,1023,3,56,168,110.33,20.6,270,1,0,1,1
379,39,2025-12-23,1085,4,248,992,501.32,8.38,685,1,0,1,1
380,16,2025-07-18,1066,3,287,861,486.98,19.65,549,1,0,1,1
381,9,2025-09-15,1073,4,130,520,307.06,36.52,820,0,0,1,0
382,43,2025-04-19,1024,5,85,425,190.45,9.42,434,1,0,1,1
383,153,2025-05-13,1040,1,232,232,111.54,36.88,827,1,0,1,1
384,71,2025-09-24,1058,1,54,54,29.98,37.1,13,1,0,1,1
385,39,2025-03-17,1072,5,277,1385,987.05,25.58,777,0,0,1,0
386,74,2025-10-02,1044,1,64,64,40.0,35.73,271,0,0,1,0
387,104,2025-03-15,1079,4,258,1032,648.93,26.3,711,1,0,1,1
388,13,2025-09-01,1034,4,29,116,64.76,36.4,21,1,0,1,1
389,176,2025-02-20,1029,3,165,495,259.57,9.7,762,1,0,1,1
390,49,2025-08-15,1027,4,174,696,353.41,36.97,417,1,0,1,1
391,41,2025-02-03,1039,4,274,1096,818.58,29.83,414,1,0,1,1
392,50,2025-04-13,1007,2,278,556,417.96,13.73,468,0,0,1,0
393,130,2025-07-23,1081,1,194,194,132.28,37.31,698,1,0,1,1
394,122,2025-10-28,1070,1,133,133,73.02,17.24,168,1,0,1,1
395,147,2025-04-20,1028,3,56,168,86.36,27.66,694,1,0,1,1
396,175,2025-01-05,1060,2,147,294,194.23,36.9,663,1,0,1,1
397,165,2025-05-21,1054,2,14,28,13.71,36.34,873,1,0,1,1
398,160,2025-07-23,1074,3,245,735,368.09,8.58,524,1,0,1,1
399,28,2025-09-04,1008,3,297,891,587.11,16.77,284,1,0,1,1
400,77,2025-04-07,1019,3,151,453,228.52,23.11,247,1,0,1,1
401,168,2025-09-12,1037,1,216,216,143.47,14.08,429,1,0,1,1
402,49,2025-06-25,1092,4,208,832,577.98,29.97,703,1,0,1,1
403,44,2025-12-03,1071,5,253,1265,964.7,11.34,100,1,0,1,1
404,47,2025-12-15,1042,4,75,300,208.91,27.91,228,1,0,1,1
405,85,2025-07-10,1033,3,124,372,259.54,25.49,475,1,0,1,1
406,159,2025-02-06,1060,1,250,250,105.37,36.13,513,1,0,1,1
407,39,2025-03-12,1025,1,205,205,125.45,16.99,584,1,0,1,1
408,125,2025-06-20,1080,4,83,332,174.82,39.53,321,1,0,1,1
409,148,2025-03-23,1062,1,12,12,6.97,32.48,799,1,0,1,1
410,123,2025-07-16,1000,1,76,76,49.08,6.32,205,1,0,1,1
411,5,2025-12-13,1000,3,17,51,38.6,26.93,255,1,0,1,1
412,129,2025-10-29,1039,2,186,372,195.24,10.85,844,0,0,1,0
413,135,2025-06-22,1055,1,162,162,126.26,36.08,138,1,0,1,1
414,104,2025-01-10,1029,3,260,780,424.09,12.85,135,1,0,1,1
415,167,2025-01-20,1048,2,21,42,26.71,35.68,262,1,0,1,1
416,28,2025-12-01,1002,5,34,170,108.39,6.69,119,0,0,1,0
417,40,2025-04-16,1088,4,237,948,523.39,29.0,10,1,0,1,1
418,156,2025-12-25,1017,3,225,675,448.65,19.66,108,1,0,1,1
419,156,2025-04-13,1099,5,70,350,179.58,14.2,536,1,0,1,1
420,128,2025-04-17,1088,2,193,386,263.01,37.66,339,1,1,1,1
421,29,2025-10-21,1085,2,11,22,8.91,22.29,93,0,0,1,0
422,66,2025-11-26,1029,5,48,240,165.46,20.99,304,0,0,1,0
423,75,2025-07-04,1086,3,247,741,311.24,15.94,757,1,0,1,1
424,36,2025-12-06,1082,1,58,58,42.95,10.97,367,1,1,1,1
425,88,2025-04-04,1014,4,147,588,441.82,19.03,468,0,0,1,0
426,43,2025-02-27,1016,3,207,621,419.77,29.37,61,1,0,1,1
427,174,2025-08-13,1023,2,63,126,71.37,26.4,798,1,0,1,1
428,34,2025-09-05,1062,3,24,72,53.64,8.95,422,1,0,1,1
429,174,2025-09-26,1098,4,33,132,56.14,31.03,742,1,1,1,1
430,134,2025-12-19,1089,5,124,620,490.52,26.64,444,1,0,1,1
431,143,2025-11-10,1006,2,256,512,275.61,5.41,161,1,0,1,1
432,126,2025-06-14,1030,5,250,1250,925.94,16.58,285,1,1,1,1
433,61,2025-02-10,1058,1,269,269,131.56,20.55,587,1,0,1,1
434,128,2025-12-01,1002,4,55,220,163.38,8.59,423,1,0,1,1
435,159,2025-11-23,1038,1,295,295,182.79,36.15,576,1,0,1,1
436,58,2025-08-21,1042,2,243,486,379.15,24.61,635,1,1,1,1
437,25,2025-12-04,1028,5,252,1260,865.2,5.08,364,1,0,1,1
438,43,2025-09-10,1017,3,290,870,529.65,33.76,761,1,1,1,1
439,101,2025-04-21,1058,4,64,256,128.44,33.86,196,1,0,1,1
440,163,2025-12-11,1075,3,65,195,137.06,9.31,462,0,0,1,0
441,13,2025-10-11,1055,4,268,1072,486.53,34.36,495,1,0,1,1
442,27,2025-07-18,1084,5,100,500,338.36,26.02,330,1,0,1,1
443,64,2025-05-21,1050,5,206,1030,584.49,38.73,302,1,0,1,1
444,132,2025-06-03,1089,4,78,312,142.04,24.17,322,1,0,1,1
445,89,2025-12-11,1016,5,121,605,290.62,39.35,666,1,0,1,1
446,91,2025-10-15,1061,2,267,534,329.48,25.4,684,1,0,1,1
447,134,2025-02-24,1003,4,283,1132,582.27,18.33,55,1,0,1,1
448,175,2025-05-09,1018,1,112,112,56.76,34.38,708,1,0,1,1
449,116,2025-02-22,1078,3,114,342,239.89,35.38,758,0,0,1,0
450,179,2025-05-28,1088,5,124,620,432.12,28.26,391,1,0,1,1
451,142,2025-01-28,1001,4,223,892,698.15,31.03,208,1,0,1,1
452,166,2025-07-08,1096,5,236,1180,863.75,25.59,757,1,0,1,1
453,46,2025-12-16,1009,5,110,550,390.75,11.54,178,1,0,1,1
454,34,2025-03-24,1074,5,71,355,195.56,34.61,6,1,0,1,1
455,83,2025-11-02,1006,3,248,744,508.8,32.08,641,1,0,1,1
456,82,2025-09-27,1028,5,164,820,488.9,38.49,534,1,0,1,1
457,90,2025-04-24,1027,1,268,268,124.28,28.22,340,1,0,1,1
458,144,2025-11-29,1001,3,160,480,233.94,9.02,355,1,0,1,1
459,11,2025-12-16,1041,4,133,532,405.28,18.35,816,1,0,1,1
460,133,2025-07-11,1065,1,207,207,104.05,33.1,457,1,1,1,1
461,22,2025-02-19,1021,4,32,128,66.38,39.01,792,1,0,1,1
462,172,2025-11-19,1099,5,283,1415,570.15,12.46,702,0,0,1,0
463,112,2025-11-28,1009,4,63,252,121.52,31.14,158,1,0,1,1
464,19,2025-01-28,1022,1,245,245,168.25,32.8,572,0,0,1,0
465,104,2025-08-10,1040,1,126,126,96.31,5.59,690,1,0,1,1
466,150,2025-01-24,1089,1,283,283,113.87,34.69,367,1,1,1,1
467,73,2025-08-13,1048,5,64,320,165.1,18.83,677,1,0,1,1
468,140,2025-06-01,1081,1,252,252,116.56,10.04,694,1,0,1,1
469,2,2025-10-21,1076,3,15,45,27.96,18.79,561,1,0,1,1
470,55,2025-07-31,1082,1,166,166,80.35,34.8,146,1,0,1,1
471,47,2025-12-10,1072,2,104,208,101.57,34.83,872,1,0,1,1
472,172,2025-02-04,1032,5,246,1230,809.18,8.44,744,0,0,1,0
473,61,2025-02-21,1036,5,259,1295,1010.9,26.68,199,1,0,1,1
474,150,2025-03-20,1072,3,258,774,449.12,24.84,828,1,0,1,1
475,165,2025-08-12,1035,3,229,687,321.14,34.4,138,1,0,1,1
476,142,2025-02-25,1022,3,255,765,447.63,27.59,84,1,0,1,1
477,161,2025-02-09,1093,3,81,243,183.83,7.64,20,1,0,1,1
478,55,2025-01-19,1070,5,25,125,90.63,14.12,553,1,0,1,1
479,75,2025-03-10,1059,4,86,344,187.94,22.54,93,1,0,1,1
480,158,2025-12-17,1021,4,196,784,471.08,31.5,144,1,0,1,1
481,38,2025-09-05,1045,4,91,364,171.68,6.41,780,1,0,1,1
482,53,2025-09-23,1046,4,128,512,217.67,18.58,466,1,1,1,1
483,134,2025-11-21,1035,1,30,30,23.77,34.22,270,1,0,1,1
484,151,2025-12-01,1009,5,288,1440,904.41,23.08,386,1,0,1,1
485,124,2025-11-06,1000,2,274,548,308.16,22.56,143,1,0,1,1
486,39,2025-04-06,1020,4,94,376,184.99,17.68,735,1,0,1,1
487,173,2025-09-03,1061,1,127,127,71.86,12.37,166,1,0,1,1
488,152,2025-03-24,1017,4,21,84,41.79,27.03,41,0,0,1,0
489,104,2025-11-03,1072,5,85,425,179.51,27.32,900,1,0,1,1
490,124,2025-03-29,1028,3,53,159,77.38,34.06,616,1,0,1,1
491,176,2025-06-25,1058,2,103,206,133.75,25.88,71,1,0,1,1
492,52,2025-09-25,1064,2,203,406,225.0,28.95,847,0,0,1,0
493,137,2025-09-15,1096,2,59,118,55.57,9.11,494,1,0,1,1
494,167,2025-08-09,1066,2,286,572,418.14,19.72,896,1,0,1,1
495,98,2025-06-29,1075,1,281,281,160.61,33.16,780,1,0,1,1
496,22,2025-05-26,1076,5,60,300,171.06,35.69,419,1,0,1,1
497,134,2025-03-02,1066,3,106,318,127.9,5.25,671,1,1,1,1
498,110,2025-11-30,1074,2,171,342,192.73,13.88,876,0,0,1,0
499,102,2025-04-15,1052,5,226,1130,707.23,24.32,571,1,0,1,1
500,79,2025-10-23,1044,4,101,404,221.43,32.1,408,1,0,1,1
